Urgency,Category,Issue,Affected URL,Details,Recommended Action
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=2,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/certified.php/?type=bracelets&/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/certified.php/?type=studs/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/compare-product.php,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&DiamondType=1,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&DiamondType=2,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&origin=1,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&origin=2,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=1&origin=1/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=1&origin=2/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=10&origin=1/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=10&origin=2/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,"https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=11,12,13,14,15&origin=1/","Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,"https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=11,12,13,14,15&origin=2/","Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=2&origin=1/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=2&origin=2/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=3&origin=1/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=3&origin=2/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=4&origin=1/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=4&origin=2/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=5&origin=1/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=5&origin=2/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=6&origin=1/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=6&origin=2/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=7&origin=1/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=7&origin=2/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=8&origin=1/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/diamonds/?IsSingleDiamond=1&shape=8&origin=2/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/flexi-bangles/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/hoops/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/index.php,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/jis-spring-2027,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/lastcall/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/meet,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/necklaces/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/pairs.php,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/pay,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/pay/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/pay/check/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/pay/check/payments@amipi.com,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/pay/payments@amipi.com,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/pay/wire/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/pay/zelle/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/pay/zelle/payments@amipi.com,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/payments@amipi.com,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/register/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/register/downloads/aml.pdf,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/register/downloads/application.pdf,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/remote/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/rings/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/sell.php,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/specials/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/studs/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/terms-of-use/,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,SEO,No recognized Structured Data (JSON-LD schema) found,https://www.amipi.com/trade-show,"Consider adding Organization, Product, or BreadcrumbList schema.","Add valid JSON-LD schema markup using Schema.org vocabulary relevant to your content (e.g., Article, Product, Organization) in the page head or body, then verify implementation with Google's Rich Results Test."
MEDIUM,Security,Missing Security Headers: HSTS,https://www.amipi.com,"Implement missing headers to protect against clickjacking, MIME-sniffing, and downgrade attacks.","Add the Strict-Transport-Security header with a max-age of at least 31536000 seconds, includeSubDomains, and preload directives to your web server configuration (e.g., Nginx: `add_header Strict-Transport-Security ""max-age=31536000; includeSubDomains; preload"" always;`)."
MEDIUM,URL Structure,URL contains repeated slashes,https://www.amipi.com//sell/,Redirect to one normalized URL and update internal links.,Configure your web server or application router to normalize URLs by collapsing multiple consecutive slashes into a single slash and issue a 301 redirect to the cleaned URL.
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com//sell/,https://www.amipi.com/images/sell-diamond-1.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com//sell/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/Contact-Us/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/My-Cart/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/Privacy-Policy/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/Schedule-Appointment/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/Testimonials/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/about-us/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/amipi-cares/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/bands-old/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/basics/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/bracelets/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=1,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=1,../images/earth-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=1,../images/labgrown-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=1,../images/without-price.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=2,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=2,../images/earth-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=2,../images/labgrown-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=2,../images/without-price.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?type=bracelets&/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?type=bracelets&/,../images/earth-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?type=bracelets&/,../images/labgrown-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?type=bracelets&/,../images/without-price.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?type=studs/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?type=studs/,../images/earth-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?type=studs/,../images/labgrown-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/certified.php/?type=studs/,../images/without-price.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/compare-product.php,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/,../images/earth-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/,../images/labgrown-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/,../images/without-price.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/?IsSingleDiamond=1&DiamondType=1,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/?IsSingleDiamond=1&DiamondType=1,../images/earth-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/?IsSingleDiamond=1&DiamondType=1,../images/labgrown-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/?IsSingleDiamond=1&DiamondType=1,../images/without-price.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/?IsSingleDiamond=1&DiamondType=2,https://amipi.com/images/footer-logo/jewelry-f.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/?IsSingleDiamond=1&DiamondType=2,../images/earth-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/?IsSingleDiamond=1&DiamondType=2,../images/labgrown-diamond.jpg,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
LOW,ALT Tags,Image missing ALT attribute,https://www.amipi.com/diamonds/?IsSingleDiamond=1&DiamondType=2,../images/without-price.png,"Add descriptive alt attributes to all img tags that convey the image's purpose or content, using empty alt="""" only for purely decorative images."
